Município;UF;Pop. urb.;Reg.;Cod. nacional;ALGAR CELULAR S/A: Atende;ALGAR CELULAR S/A: Nº ERBs;CLARO S.A.: Atende;CLARO S.A.: Nº ERBs;NEXTEL TELECOMUNICACOES LTDA: Atende;NEXTEL TELECOMUNICACOES LTDA: Nº ERBs;OI MÓVEL S.A.: Atende;OI MÓVEL S.A.: Nº ERBs;SERCOMTEL CELULAR S.A.: Atende;SERCOMTEL CELULAR S.A.: Nº ERBs;TELEFÔNICA BRASIL S.A.: Atende;TELEFÔNICA BRASIL S.A.: Nº ERBs;TIM CELULAR S.A.: Atende;TIM CELULAR S.A.: Nº ERBs;TNL PCS S.A.: Atende;TNL PCS S.A.:Nº ERBs
 Malta;PB;5679;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Mamanguape;PB;43678;I;83;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;4
 Manaíra;PB;11007;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Marcação;PB;8117;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Mari;PB;21648;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Marizópolis;PB;6423;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Massaranduba;PB;13438;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Mataraca;PB;7952;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Matinhas;PB;4453;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Mato Grosso;PB;2821;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Maturéia;PB;6283;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Mogeiro;PB;13349;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Montadas;PB;5351;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Monte Horebe;PB;4688;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Monteiro;PB;32211;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;3;Sim;1
 Mulungu;PB;9750;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Natuba;PB;10439;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Nazarezinho;PB;7342;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Nova Floresta;PB;10661;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1
 Nova Olinda;PB;6058;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Nova Palmeira;PB;4647;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Olho d'Água;PB;6790;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Olivedos;PB;3804;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Ouro Velho;PB;3003;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Parari;PB;1823;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Passagem;PB;2338;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Patos;PB;104716;I;83;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;5;Sim;8;Sim;5
 Paulista;PB;12117;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Pedra Branca;PB;3787;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pedra Lavrada;PB;7830;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pedras de Fogo;PB;28056;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Pedro Régis;PB;5963;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Piancó;PB;15870;I;83;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Picuí;PB;18597;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Pilar;PB;11620;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pilões;PB;6860;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Pilõezinhos;PB;5159;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Pirpirituba;PB;10523;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Pitimbu;PB;18148;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Pocinhos;PB;17894;I;83;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Poço Dantas;PB;3788;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Poço de José de Moura;PB;4165;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Pombal;PB;32654;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;3;Sim;1
 Prata;PB;4033;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Princesa Isabel;PB;22461;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Puxinanã;PB;13386;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Queimadas;PB;42586;I;83;Não;0;Sim;3;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;2
 Quixabá;PB;1834;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Remígio;PB;18686;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Riachão;PB;3448;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Riachão do Bacamarte;PB;4419;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Riachão do Poço;PB;4359;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Riacho de Santo Antônio;PB;1856;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Riacho dos Cavalos;PB;8513;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Rio Tinto;PB;23883;I;83;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;1
 Salgadinho;PB;3752;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Salgado de São Félix;PB;12144;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Cecília;PB;6610;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santa Cruz;PB;6573;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santa Helena;PB;5949;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Santa Inês;PB;3592;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santa Luzia;PB;15145;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Santa Rita;PB;125278;I;83;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;7;Sim;5;Sim;12
 Santa Teresinha;PB;4612;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santana de Mangueira;PB;5292;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santana dos Garrotes;PB;7209;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Santarém;PB;2669;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Santo André;PB;2565;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São Bentinho;PB;4355;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;3;Não;0
 São Bento;PB;32651;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;4;Sim;1
 São Domingos de Pombal;PB;2999;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 São Domingos do Cariri;PB;2522;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São Francisco;PB;3389;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 São João do Cariri;PB;4352;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São João do Rio do Peixe;PB;17917;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 São João do Tigre;PB;4442;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 São José da Lagoa Tapada;PB;7674;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 São José de Caiana;PB;6179;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São José de Espinharas;PB;4738;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 São José de Piranhas;PB;19732;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 São José de Princesa;PB;4077;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 São José do Bonfim;PB;3411;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 São José do Brejo do Cruz;PB;1753;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 São José do Sabugi;PB;4102;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 São José dos Cordeiros;PB;3749;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 São José dos Ramos;PB;5762;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São Mamede;PB;7794;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São Miguel de Taipu;PB;6970;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São Sebastião de Lagoa de Roça;PB;11495;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;0;Sim;1
 São Sebastião do Umbuzeiro;PB;3380;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Sapé;PB;51700;I;83;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Seridó;PB;10701;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Serra Branca;PB;13409;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Serra da Raiz;PB;3190;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Serra Grande;PB;3055;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Serra Redonda;PB;7089;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Serraria;PB;6218;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Sertãozinho;PB;4728;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Sobrado;PB;7623;I;83;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Solânea;PB;26431;I;83;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Soledade;PB;14418;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Sossêgo;PB;3376;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Sousa;PB;68030;I;83;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;3;Sim;2;Sim;1
 Sumé;PB;16595;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;3;Não;0
 Taperoá;PB;15190;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1
 Tavares;PB;14467;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Teixeira;PB;14739;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Tenório;PB;2951;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Triunfo;PB;9410;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Uiraúna;PB;15062;I;83;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Umbuzeiro;PB;9862;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Várzea;PB;2668;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Vieirópolis;PB;5228;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Vista Serrana;PB;3675;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Zabelê;PB;2169;I;83;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Abreu e Lima;PE;97786;I;81;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;3;Sim;3;Sim;6
 Afogados da Ingazeira;PE;36379;I;87;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;3;Sim;1
 Afrânio;PE;18625;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2
 Agrestina;PE;23842;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Água Preta;PE;34978;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;2
 Águas Belas;PE;42008;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Alagoinha;PE;14155;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Aliança;PE;38242;I;81;Não;0;Sim;3;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Altinho;PE;22853;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Amaraji;PE;22555;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Não;0
 Angelim;PE;10706;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Araçoiaba;PE;19333;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Araripina;PE;80577;I;87;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;3;Sim;2;Sim;1
 Arcoverde;PE;72102;I;87;Não;0;Sim;7;Não;0;Não;0;Não;0;Sim;3;Sim;4;Sim;2
 Barra de Guabiraba;PE;13523;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Barreiros;PE;41987;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Belém de Maria;PE;11777;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Belém de São Francisco;PE;20680;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Belo Jardim;PE;74902;I;81;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Betânia;PE;12433;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Bezerros;PE;60213;I;81;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;2;Sim;4;Sim;3
 Bodocó;PE;36783;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Bom Conselho;PE;47273;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Bom Jardim;PE;38816;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Bonito;PE;38287;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Brejão;PE;9006;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Brejinho;PE;7464;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Brejo da Madre de Deus;PE;47972;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;3;Sim;1
 Buenos Aires;PE;12934;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Buíque;PE;55268;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;3;Não;0
 Cabo de Santo Agostinho;PE;196152;I;81;Não;0;Sim;16;Não;0;Não;0;Não;0;Sim;18;Sim;15;Sim;22
 Cabrobó;PE;32596;I;87;Não;0;Sim;3;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Cachoeirinha;PE;19674;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Caetés;PE;27766;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Calçado;PE;11223;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Calumbi;PE;5754;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Camaragibe;PE;151587;I;81;Não;0;Sim;10;Não;0;Não;0;Não;0;Sim;9;Sim;7;Sim;14
 Camocim de São Félix;PE;17980;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Camutanga;PE;8405;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Canhotinho;PE;24918;I;87;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Capoeiras;PE;20004;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Carnaíba;PE;19187;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Carnaubeira da Penha;PE;12387;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Carpina;PE;79308;I;81;Não;0;Sim;7;Não;0;Não;0;Não;0;Sim;4;Sim;4;Sim;4
 Caruaru;PE;337416;I;81;Não;0;Sim;34;Não;0;Não;0;Não;0;Sim;17;Sim;21;Sim;14
 Casinhas;PE;14159;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Catende;PE;40328;I;81;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;3;Sim;1
 Cedro;PE;11323;I;87;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Chã de Alegria;PE;13002;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Chã Grande;PE;21006;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Condado;PE;25435;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Correntes;PE;17830;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Cortês;PE;12647;I;81;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Cumaru;PE;14815;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Cupira;PE;23695;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Custódia;PE;35574;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;3;Sim;1
 Dormentes;PE;17925;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Escada;PE;66419;I;81;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;4
 Exu;PE;32076;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Feira Nova;PE;21444;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Fernando de Noronha;PE;2837;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;1
 Ferreiros;PE;11850;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Flores;PE;22610;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Floresta;PE;31088;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Frei Miguelinho;PE;14932;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Gameleira;PE;29515;I;81;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Garanhuns;PE;135138;I;87;Não;0;Sim;7;Não;0;Não;0;Não;0;Sim;7;Sim;14;Sim;7
 Glória do Goitá;PE;30000;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Goiana;PE;77945;I;81;Não;0;Sim;13;Não;0;Não;0;Não;0;Sim;6;Sim;5;Sim;4
 Granito;PE;7191;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Gravatá;PE;80450;I;81;Não;0;Sim;10;Não;0;Não;0;Não;0;Sim;7;Sim;6;Sim;5
 Iati;PE;18913;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Não;0;Não;0
 Ibimirim;PE;28197;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1
 Ibirajuba;PE;7714;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Igarassu;PE;109322;I;81;Não;0;Sim;6;Não;0;Não;0;Não;0;Sim;6;Sim;5;Sim;7
 Iguaraci;PE;12097;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Ilha de Itamaracá;PE;23923;I;81;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;4;Sim;4;Sim;4
 Inajá;PE;21003;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Ingazeira;PE;4570;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Ipojuca;PE;87926;I;81;Não;0;Sim;16;Não;0;Não;0;Não;0;Sim;12;Sim;14;Sim;14
 Ipubi;PE;30037;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;3;Não;0
 Itacuruba;PE;4643;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Itaíba;PE;26651;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;3;Sim;1;Não;0
 Itambé;PE;36233;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Itapetim;PE;13932;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Itapissuma;PE;25220;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Itaquitinga;PE;16638;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Jaboatão dos Guararapes;PE;675599;I;81;Não;0;Sim;27;Sim;16;Não;0;Não;0;Sim;44;Sim;41;Sim;57
 Jaqueira;PE;11696;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Jataúba;PE;16679;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Jatobá;PE;14464;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 João Alfredo;PE;32355;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Joaquim Nabuco;PE;16056;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Jucati;PE;11061;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Jupi;PE;14325;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Jurema;PE;15050;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Lagoa do Carro;PE;17034;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Não;0
 Lagoa do Itaenga;PE;21210;I;81;Não;0;Sim;2;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Lagoa do Ouro;PE;12685;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Lagoa dos Gatos;PE;16100;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Não;0
 Lagoa Grande;PE;24183;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;3;Sim;1
 Lajedo;PE;38545;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;4;Sim;1
 Limoeiro;PE;56407;I;81;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;3;Sim;4;Sim;2
 Macaparana;PE;24793;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Machados;PE;14770;I;81;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Manari;PE;19788;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Maraial;PE;12009;I;81;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Mirandiba;PE;14915;I;87;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Moreilândia;PE;11246;I;87;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Moreno;PE;59836;I;81;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;3;Sim;4;Sim;3
 Nazaré da Mata;PE;31834;I;81;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
